,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
0,0.5452666666666666,0.6121111111111113,0.5331333333333333,0.47762222222222234,0.46242222222222223,0.4330666666666666
1,0.5452666666666666,0.6121111111111113,0.5331333333333333,0.47762222222222234,0.46242222222222223,0.4330666666666666
2,0.5452666666666666,0.6121111111111113,0.5331333333333333,0.47762222222222234,0.46242222222222223,0.4330666666666666
3,0.5452666666666666,0.6121111111111113,0.5331333333333333,0.47762222222222234,0.46242222222222223,0.4330666666666666
4,0.5328888888888887,0.6003555555555555,0.5618222222222222,0.4808888888888889,0.4556444444444444,0.438
5,0.5374888888888887,0.5975555555555555,0.5576000000000001,0.4888,0.4531555555555554,0.4418444444444445
6,0.5374888888888887,0.5975555555555555,0.5576000000000001,0.4888,0.4531555555555554,0.4418444444444445
7,0.5374888888888887,0.5975555555555555,0.5576000000000001,0.4888,0.4531555555555554,0.4418444444444445
8,0.5423777777777777,0.6126888888888888,0.5650444444444445,0.4981999999999999,0.4516222222222221,0.45217777777777785
9,0.5423777777777777,0.6126888888888888,0.5650444444444445,0.4981999999999999,0.4516222222222221,0.45217777777777785
10,0.5423777777777777,0.6126888888888888,0.5650444444444445,0.4981999999999999,0.4516222222222221,0.45217777777777785
11,0.5423777777777777,0.6126888888888888,0.5650444444444445,0.4981999999999999,0.4516222222222221,0.45217777777777785
12,0.5772222222222221,0.6158666666666666,0.5900888888888888,0.5292222222222221,0.4452444444444443,0.4668222222222222
13,0.5772222222222221,0.6158666666666666,0.5900888888888888,0.5292222222222221,0.4452444444444443,0.4668222222222222
14,0.5772222222222221,0.6158666666666666,0.5900888888888888,0.5292222222222221,0.4452444444444443,0.4668222222222222
15,0.5772222222222221,0.6158666666666666,0.5900888888888888,0.5292222222222221,0.4452444444444443,0.4668222222222222
16,0.5540888888888889,0.6108666666666667,0.5790444444444444,0.5508444444444444,0.43017777777777766,0.4569777777777778
17,0.5540888888888889,0.6108666666666667,0.5790444444444444,0.5508444444444444,0.43017777777777766,0.4569777777777778
18,0.5540888888888889,0.6108666666666667,0.5790444444444444,0.5508444444444444,0.43017777777777766,0.4569777777777778
19,0.5509777777777778,0.6187333333333334,0.5920222222222222,0.5532888888888888,0.42235555555555554,0.4408888888888889
20,0.5509777777777778,0.6187333333333334,0.5920222222222222,0.5532888888888888,0.42235555555555554,0.4408888888888889
21,0.5509777777777778,0.6187333333333334,0.5920222222222222,0.5532888888888888,0.42235555555555554,0.4408888888888889
22,0.5509777777777778,0.6187333333333334,0.5920222222222222,0.5532888888888888,0.42235555555555554,0.4408888888888889
23,0.5644444444444444,0.5944666666666667,0.5730888888888889,0.5548222222222222,0.4202888888888888,0.4632666666666666
24,0.5644444444444444,0.5944666666666667,0.5730888888888889,0.5548222222222222,0.4202888888888888,0.4632666666666666
25,0.5644444444444444,0.5944666666666667,0.5730888888888889,0.5548222222222222,0.4202888888888888,0.4632666666666666
26,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666653,0.5012444444444444
27,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666653,0.5012444444444444
28,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666664,0.5012444444444444
29,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666664,0.5012444444444444
30,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666664,0.5012444444444444
31,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666653,0.5012444444444444
32,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666664,0.5012444444444444
33,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666664,0.5012444444444444
34,0.5548666666666666,0.5626888888888888,0.5372666666666667,0.5422888888888889,0.42766666666666664,0.5012444444444444
35,0.5438444444444446,0.5623333333333334,0.5649999999999998,0.5407333333333335,0.43113333333333326,0.5009333333333333
36,0.5388444444444446,0.5944444444444444,0.5704666666666667,0.572288888888889,0.4604222222222221,0.5088
37,0.5388444444444446,0.5944444444444444,0.5704666666666667,0.5722888888888891,0.4604222222222221,0.5088
38,0.5252666666666668,0.5708,0.5671555555555556,0.5562000000000001,0.45715555555555537,0.506488888888889
39,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
40,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
41,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
42,0.4642381286549707,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
43,0.4642381286549707,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
44,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
45,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
46,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
47,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
48,0.4642381286549707,0.5123918128654971,0.5115953216374267,0.4948788304093566,0.4903628070175438,0.4868552046783627
49,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
50,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
51,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
52,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
53,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
54,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
55,0.46423812865497077,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
56,0.46423812865497077,0.5123918128654971,0.5115953216374267,0.49487883040935665,0.4903628070175438,0.4868552046783627
57,0.46423812865497077,0.5123918128654971,0.5115953216374267,0.49487883040935665,0.4903628070175438,0.4868552046783627
58,0.46423812865497077,0.5123918128654971,0.5115953216374267,0.49487883040935665,0.4903628070175438,0.4868552046783627
59,0.46423812865497077,0.5123918128654971,0.5115953216374267,0.49487883040935665,0.4903628070175438,0.4868552046783627
60,0.4642381286549707,0.5123918128654971,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
61,0.46423812865497077,0.512391812865497,0.5115953216374268,0.4948788304093566,0.4903628070175438,0.4868552046783627
