lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,cell
-8.076746,-34.896755,-63.9333333333333,-37.566666666666706,-76.0666666666667,-61.366666666666696,-74.7666666666667,-84.8666666666667,8281
-8.076736,-34.896941999999996,-65.4,-33.0666666666667,-73.36666666666659,-61.2,-69.1333333333333,-84.5666666666667,8199
-8.076735000000001,-34.896873,-64.0,-35.3333333333333,-75.0,-58.6,-73.9333333333333,-82.7666666666667,3006
-8.076725999999999,-34.89962,-64.05,-50.9,-61.6,-79.8,-79.5,-86.55,7625
-8.07672,-34.899605,-69.65,-52.1,-72.2,-78.9,-76.15,-82.85,7625
-8.076719,-34.899628,-64.7,-59.6666666666667,-66.5,-77.2666666666667,-74.1,-81.0666666666667,7625
-8.076701,-34.896622,-58.1,-46.0666666666667,-75.63333333333341,-59.0,-72.7666666666667,-84.0666666666667,8281
-8.076694999999999,-34.896812,-58.7,-37.65,-79.3,-59.25,-65.6,-85.3,3006
-8.066086,-34.896355,-64.65,-57.0,-74.55,-60.4,-68.75,-47.85,8422
-8.066082000000002,-34.888832,-70.05,-81.45,-76.975,-72.25,-48.525,-85.95,4890
-8.066075999999999,-34.896919,-61.2,-50.6,-63.7333333333333,-45.3333333333333,-73.0333333333333,-40.8333333333333,3065
-8.066052,-34.896828,-62.9,-53.5333333333333,-63.5,-57.3,-71.6333333333333,-51.2,3065
-8.06605,-34.896439,-65.3333333333333,-59.4333333333333,-67.8666666666667,-61.366666666666696,-69.2333333333333,-48.7666666666667,3148
-8.066042999999999,-34.901215,-65.2,-65.35,-67.25,-57.3,-74.05,-63.2,2069
-8.059344,-34.906822,-82.7258928571428,-72.7982142857143,-83.9723214285714,-73.91160714285719,-84.92589285714291,-74.37946428571429,829
-8.059342,-34.906818,-85.2333333333333,-67.4,-84.0,-80.4666666666667,-81.9,-87.3666666666666,829
-8.059339999999999,-34.906826,-85.45,-71.2,-83.7,-76.55,-83.55,-85.55,829
-8.059339,-34.90683,-84.4,-64.7333333333333,-82.5333333333333,-78.1333333333333,-85.86666666666659,-80.5666666666667,829
-8.059338,-34.90683,-85.63333333333341,-64.9333333333333,-80.5666666666667,-74.1,-86.0,-81.9666666666667,829
-8.067060000000001,-34.89386,-63.9666666666667,-79.0333333333333,-73.2666666666667,-65.2666666666667,-71.6666666666667,-54.4333333333333,3723
-8.067059,-34.894279,-67.7,-70.65,-73.45,-66.75,-58.0,-41.95,3640
-8.067056,-34.896801,-59.8,-48.85,-49.55,-35.85,-62.45,-41.45,3059
-8.067055,-34.89679,-59.8,-50.25,-53.65,-39.85,-61.15,-47.5,3059
-8.067047,-34.894366999999995,-69.85,-67.2,-70.35,-67.35,-68.6,-38.075,3640
-8.067039,-34.893848,-63.0,-79.15,-75.85,-69.3,-70.8,-54.7,8991
-8.067022,-34.894352000000005,-65.275,-69.2,-70.75,-67.325,-68.275,-45.35,3640
-8.077575999999999,-34.899260999999996,-68.2,-33.366666666666696,-66.6666666666667,-71.3,-77.2,-82.4666666666667,7702
-8.07757,-34.899296,-67.475,-48.95,-65.375,-81.55,-79.55,-83.425,7702
-8.077567,-34.899223,-67.1666666666667,-33.133333333333304,-63.633333333333304,-68.6666666666667,-79.7,-77.3333333333333,7702
-8.07755,-34.899174,-63.5333333333333,-26.466666666666697,-66.0666666666667,-71.2666666666667,-77.5,-78.3333333333333,7703
-8.077547000000001,-34.899319,-72.0,-55.3,-75.3333333333333,-82.7,-80.2333333333333,-79.5333333333333,2420
-8.077127,-34.897911,-60.525,-28.1,-71.1,-65.15,-76.725,-83.1,2754
-8.077114,-34.899471000000005,-64.05,-52.55,-64.6,-78.55,-78.75,-80.9,2422
-8.077102,-34.897942,-62.7333333333333,-30.6,-67.3666666666667,-65.8,-74.2,-82.0666666666667,2755
-8.070931,-34.900845000000004,-68.1,-68.7333333333333,-70.5666666666667,-72.1,-78.4,-74.1333333333333,2125
-8.070922,-34.891926,-48.8333333333333,-73.8,-74.6,-57.366666666666696,-33.633333333333304,-76.8666666666667,9379
-8.070903999999999,-34.89196,-44.525,-75.55,-72.8,-62.25,-31.125,-74.725,9379
-8.070902,-34.896846999999994,-49.133333333333304,-59.3333333333333,-63.6,-52.4333333333333,-75.36666666666659,-63.2333333333333,3038
-8.070892,-34.900856,-71.6,-71.2333333333333,-74.3,-67.7333333333333,-81.4333333333333,-73.2333333333333,2125
-8.070877000000001,-34.891769000000004,-43.633333333333304,-60.7666666666667,-73.2,-39.2,-48.3,-79.4333333333333,4200
-8.070871,-34.891769000000004,-54.4333333333333,-63.5333333333333,-73.3333333333333,-42.533333333333296,-42.9666666666667,-75.5,4200
-8.070867999999999,-34.891937,-45.8333333333333,-74.7333333333333,-71.1333333333333,-56.7,-34.4,-71.1,9380
-8.070863000000001,-34.900864,-70.6333333333333,-72.0666666666667,-67.1333333333333,-68.5666666666667,-84.9333333333333,-77.0666666666667,2125
-8.070861,-34.895939,-50.35,-58.65,-66.4,-44.1,-65.95,-58.05,8478
-8.070982,-34.891933,-53.866666666666696,-75.4,-72.4,-56.7666666666667,-33.3,-80.5666666666667,9379
-8.070974,-34.891791999999995,-45.825,-63.7,-75.975,-38.1,-46.45,-76.075,4199
-8.070965,-34.890694,-54.8333333333333,-62.3333333333333,-68.6666666666667,-45.633333333333304,-41.6666666666667,-72.1333333333333,4448
-8.070963,-34.891949,-53.7,-71.1666666666667,-71.0,-56.2666666666667,-32.133333333333304,-76.3333333333333,9379
-8.070949,-34.900845000000004,-71.5,-68.1,-64.0,-64.7,-81.4333333333333,-72.3666666666667,2125
-8.070948,-34.895863,-57.55,-56.9,-62.95,-48.2,-61.8,-61.6,8477
-8.070946000000001,-34.891785,-46.2,-59.8333333333333,-73.9,-38.3666666666667,-46.9666666666667,-79.4333333333333,4200
-8.070944,-34.896862,-36.2,-64.4,-61.9,-57.5666666666667,-68.2,-66.8333333333333,3038
-8.070855,-34.891991,-41.3,-72.2,-70.65,-58.05,-35.0,-75.75,9380
-8.070848,-34.900864,-65.75,-70.8,-69.0,-68.9,-82.6,-71.5,2125
-8.070835,-34.896824,-35.3,-60.55,-64.8,-48.65,-69.1,-63.95,3038
-8.060486000000001,-34.90546,-80.7,-66.6333333333333,-75.4333333333333,-75.7,-80.4666666666667,-73.2,1078
-8.060417999999999,-34.905537,-79.05,-64.5,-73.6,-72.85,-81.45,-73.7,1078
-8.060349,-34.905613,-79.3,-61.4666666666667,-72.6,-76.2666666666667,-76.6,-76.5,1078
-8.06028,-34.905696999999996,-80.3,-68.2,-72.6,-76.35,-80.1,-76.7,1078
-8.060138,-34.905865000000006,-78.7,-74.4,-74.9666666666667,-76.9,-80.7,-77.5,995
-8.060065,-34.905945,-78.3666666666667,-74.1,-76.7,-77.3,-78.3333333333333,-78.9,995
-8.059921000000001,-34.906113,-81.1333333333333,-79.4,-76.7,-73.2,-81.0333333333333,-78.2666666666667,995
-8.059847999999999,-34.9062,-78.36666666666659,-78.1,-78.8333333333333,-76.6,-81.9666666666667,-77.8,912
-8.059775,-34.906284,-79.45,-72.6,-78.95,-78.4,-82.1,-78.25,912
-8.059703,-34.906364,-81.36666666666659,-79.4666666666667,-75.13333333333341,-77.4333333333333,-81.3,-79.6,912
-8.059631,-34.906448,-81.8,-78.0,-74.5333333333333,-74.36666666666659,-81.9333333333333,-75.7333333333333,912
-8.059510000000001,-34.90659,-80.7666666666667,-75.2666666666667,-76.1666666666667,-73.4,-81.0,-76.9,829
-8.059464,-34.906647,-80.5,-75.15,-75.75,-75.45,-83.9,-79.15,829
-8.059426,-34.906693,-83.0333333333333,-71.7666666666667,-76.0333333333333,-75.4333333333333,-85.4333333333333,-80.9333333333333,829
-8.059394000000001,-34.906731,-82.8,-72.4,-78.5,-76.9,-85.3,-84.2666666666667,829
-8.059369,-34.906765,-83.86666666666659,-71.1666666666667,-77.36666666666659,-76.8333333333333,-85.9,-77.5666666666667,829
-8.059352,-34.906791999999996,-84.0,-62.85,-79.9,-76.25,-83.95,-77.0,829
-8.059345,-34.906811,-82.3333333333333,-70.0333333333333,-80.1333333333333,-75.4,-82.5666666666667,-78.7,829
-8.066794999999999,-34.896458,-59.3,-58.0,-67.55,-67.9,-73.85,-38.75,3144
-8.066786,-34.889824,-71.3666666666667,-71.5,-75.2,-55.133333333333304,-42.3,-83.4,9894
-8.066782,-34.894844,-61.7,-75.6333333333333,-73.3333333333333,-72.1,-66.4666666666667,-48.133333333333304,8746
-8.066778999999999,-34.894936,-64.1,-67.7,-72.05,-66.45,-67.6,-44.4,8746
-8.066774,-34.896824,-60.45,-44.9,-53.3,-36.7,-64.1,-38.2,3061
-8.066765,-34.901043,-67.6,-67.7,-66.3666666666667,-59.8333333333333,-63.7,-60.0666666666667,7352
-8.066763,-34.894886,-62.8333333333333,-66.7333333333333,-69.0333333333333,-68.0666666666667,-67.6,-39.4,8746
-8.066759,-34.89653,-54.866666666666696,-54.4666666666667,-68.8666666666667,-58.9333333333333,-68.7666666666667,-32.9666666666667,3144
-8.066758,-34.89563,-67.9333333333333,-67.6,-63.6666666666667,-64.1666666666667,-71.6,-39.9,8582
-8.066756,-34.893723,-60.3,-77.85,-71.55,-69.75,-64.25,-53.05,8992
-8.066742,-34.894928,-60.866666666666696,-71.6333333333333,-72.1333333333333,-68.0,-62.1666666666667,-46.5,8746
-8.066739,-34.895012,-66.1333333333333,-62.2333333333333,-74.5666666666667,-64.5666666666667,-66.4666666666667,-43.4,3476
-8.066730999999999,-34.896839,-63.9333333333333,-48.8,-52.8333333333333,-37.1,-67.0666666666667,-37.2,3061
-8.066721000000001,-34.896595,-56.5333333333333,-53.3333333333333,-69.0333333333333,-58.2333333333333,-71.5,-32.2333333333333,3144
-8.066717,-34.89497,-58.65,-71.25,-72.35,-63.9,-66.3,-55.2,3476
-8.066701,-34.895088,-69.8,-63.7333333333333,-65.7333333333333,-68.3,-73.6666666666667,-49.0333333333333,3476
-8.0667,-34.895576,-72.5333333333333,-62.866666666666696,-60.8,-60.9333333333333,-70.7333333333333,-36.933333333333294,8583
-8.066692,-34.893692,-59.0,-73.8,-75.6,-69.9,-62.9333333333333,-59.5666666666667,3808
-8.066692,-34.889763,-76.5666666666667,-66.8333333333333,-76.7,-54.633333333333304,-48.7666666666667,-85.0333333333333,9895
-8.066689,-34.895022999999995,-55.2333333333333,-63.866666666666696,-70.2333333333333,-64.3333333333333,-71.1,-42.7666666666667,3476
-8.066678999999999,-34.896652,-62.633333333333304,-56.5,-61.8,-66.9,-72.4333333333333,-39.533333333333296,8337
-8.066664,-34.895164,-67.6,-58.6,-67.35,-69.9,-72.15,-42.6,8665
-8.066654,-34.895081,-55.65,-62.0,-66.5,-65.5,-65.35,-42.4,3476
-8.066651,-34.895519,-65.3,-60.05,-59.85,-65.05,-68.9,-37.25,8583
-8.066643,-34.896839,-60.366666666666696,-49.633333333333304,-54.1,-39.3333333333333,-66.4666666666667,-37.1333333333333,3061
-8.066632,-34.893658,-61.7333333333333,-76.1333333333333,-78.4666666666667,-67.5,-63.0,-54.8,3808
-8.077456,-34.898857,-62.8,-20.8333333333333,-67.5666666666667,-62.0,-72.5333333333333,-77.1,7785
-8.077447,-34.898941,-65.2666666666667,-21.6666666666667,-69.0666666666667,-63.9666666666667,-77.5,-78.8333333333333,7785
-8.077442999999999,-34.899078,-67.3333333333333,-26.766666666666698,-66.8333333333333,-64.4666666666667,-75.1666666666667,-83.9333333333333,2504
-8.077442,-34.899353000000005,-66.6666666666667,-54.9333333333333,-67.8333333333333,-78.8,-77.8,-83.0666666666667,2421
-8.077439,-34.899357,-66.5,-48.6,-74.05,-79.45,-76.6,-82.15,2421
-8.077392999999999,-34.898937,-66.7666666666667,-34.6666666666667,-69.4,-74.8333333333333,-67.8666666666667,-80.36666666666659,2504
-8.077387,-34.89938,-71.05,-52.0,-67.1,-75.1,-78.8,-79.8,2421
-8.077387,-34.898655,-60.1,-25.3666666666667,-62.866666666666696,-66.1333333333333,-75.1333333333333,-80.3,2587
-8.077386,-34.898758,-61.5666666666667,-23.233333333333302,-62.3333333333333,-63.0666666666667,-72.9666666666667,-79.8333333333333,2587
-8.07737,-34.898869,-69.05,-30.6,-68.95,-68.4,-68.45,-79.625,7786
-8.077361999999999,-34.898842,-60.9,-29.733333333333302,-65.8,-65.5666666666667,-75.7666666666667,-78.0,7786
-8.077359,-34.898823,-66.0333333333333,-28.4777777777778,-65.9222222222222,-64.0888888888889,-68.5222222222222,-81.76111111111109,7786
-8.077358,-34.898819,-69.3,-26.8666666666667,-63.1666666666667,-63.1666666666667,-73.2666666666667,-82.5,7786
-8.077357000000001,-34.898674,-67.6333333333333,-25.233333333333302,-65.8333333333333,-64.7333333333333,-77.13333333333341,-80.0,2587
-8.077357000000001,-34.898571000000004,-67.0,-27.65,-64.95,-68.65,-79.8,-78.95,7868
-8.077356,-34.898815,-70.325,-25.475,-71.725,-62.825,-75.85,-82.025,7786
-8.077354,-34.898808,-64.3666666666667,-24.233333333333302,-69.6,-64.6333333333333,-73.4666666666667,-82.7666666666667,7786
-8.077353,-34.8988,-64.6333333333333,-24.1666666666667,-67.3333333333333,-62.8,-73.6333333333333,-81.2666666666667,7786
-8.077349,-34.898785,-69.1,-23.8333333333333,-67.8,-65.1666666666667,-73.5333333333333,-79.8333333333333,7786
-8.077342,-34.89938,-76.55,-60.8,-74.9,-86.8,-76.75,-79.45,2421
-8.077341,-34.898758,-62.425,-24.85,-65.95,-64.8,-69.75,-81.3,2587
-8.077338000000001,-34.899395,-69.4,-55.4333333333333,-62.5666666666667,-76.4666666666667,-76.7333333333333,-81.8333333333333,2421
-8.07733,-34.898716,-65.0333333333333,-26.533333333333303,-67.8,-68.4666666666667,-71.1,-78.4,2587
-8.077327,-34.898586,-67.7666666666667,-27.5666666666667,-65.3666666666667,-65.3333333333333,-75.6333333333333,-81.6666666666667,7868
-8.077325,-34.898478999999995,-58.95,-29.45,-68.025,-70.3,-75.525,-80.5,7868
-8.077314,-34.898666,-68.2333333333333,-26.9,-67.3,-70.7333333333333,-65.3333333333333,-78.4333333333333,2587
-8.077297,-34.899390999999994,-67.9666666666667,-53.1666666666667,-70.1,-79.5,-74.5,-82.8,2421
-8.077295,-34.899403,-70.9666666666667,-55.7666666666667,-68.1,-81.3,-74.8333333333333,-87.7666666666667,2421
-8.077295,-34.898602000000004,-62.9,-27.8333333333333,-71.6,-72.5333333333333,-75.8333333333333,-82.3,7868
-8.07714,-34.898056,-67.3333333333333,-30.7,-70.7666666666667,-63.2666666666667,-76.4333333333333,-76.2666666666667,7951
-8.077133,-34.899464,-68.2333333333333,-54.7666666666667,-66.8,-77.1333333333333,-76.9666666666667,-80.0333333333333,2422
-8.077133,-34.899448,-67.4333333333333,-55.633333333333304,-66.4333333333333,-77.6,-79.7333333333333,-86.5,2422
-8.069036,-34.891251000000004,-68.3666666666667,-77.5,-78.5333333333333,-58.0666666666667,-29.8,-70.5333333333333,9554
-8.069028,-34.896542,-54.3333333333333,-53.133333333333304,-49.4333333333333,-37.5,-55.6666666666667,-43.2333333333333,3131
-8.069025,-34.888474,-56.0666666666667,-77.8,-79.3333333333333,-71.8,-55.866666666666696,-74.2333333333333,4957
-8.069023,-34.895912,-47.0333333333333,-60.7333333333333,-62.5,-54.5,-59.9333333333333,-57.5666666666667,8488
-8.06902,-34.88961,-70.0,-74.2333333333333,-79.2666666666667,-55.366666666666696,-46.133333333333304,-80.3,4708
-8.069018,-34.895924,-54.9333333333333,-63.2,-63.133333333333304,-53.5333333333333,-63.1,-58.2666666666667,8488
-8.069018,-34.895882,-56.7666666666667,-63.633333333333304,-61.7333333333333,-49.2333333333333,-63.633333333333304,-53.8,8488
-8.069013,-34.888504,-64.6333333333333,-76.4333333333333,-73.7666666666667,-69.1333333333333,-54.7333333333333,-71.2666666666667,4957
-8.069011,-34.899857,-44.8,-62.3333333333333,-66.0666666666667,-54.9333333333333,-61.5,-47.7333333333333,7586
-8.069006,-34.899876,-45.5,-57.6,-64.0,-54.4,-60.6,-48.1666666666667,7586
-8.069004,-34.890713,-68.375,-68.725,-72.025,-47.925,-29.45,-70.225,4459
-8.068997,-34.889595,-66.2333333333333,-76.4,-83.8,-55.8333333333333,-45.7333333333333,-76.4333333333333,4708
-8.068994,-34.888538,-64.4,-74.2,-72.7,-75.3,-61.0333333333333,-71.4333333333333,4957
-8.068982,-34.895947,-56.133333333333304,-63.5666666666667,-57.2,-47.133333333333304,-71.1666666666667,-56.4333333333333,8488
-8.068832,-34.900311,-47.25,-60.25,-58.45,-63.95,-66.25,-43.5,7505
-8.068831,-34.891151,-74.36666666666659,-77.9,-77.3,-62.9666666666667,-23.9333333333333,-70.0,9555
-8.06883,-34.900321999999996,-48.9666666666667,-56.3333333333333,-62.7333333333333,-66.2333333333333,-69.3,-56.4666666666667,7505
-8.068828,-34.900372,-53.35,-54.65,-70.4,-63.9,-69.3,-51.8,7505
-8.068826,-34.900352000000005,-49.3,-58.3333333333333,-61.8333333333333,-67.9666666666667,-72.7,-55.4666666666667,7505
-8.068826,-34.888889,-64.8333333333333,-74.9666666666667,-76.0333333333333,-68.6,-52.5333333333333,-71.2,4875
-8.068824000000001,-34.889621999999996,-76.0666666666667,-74.1333333333333,-78.2,-58.3,-45.0666666666667,-77.3333333333333,4709
-8.068819,-34.888874,-65.9,-80.8333333333333,-72.6,-67.1333333333333,-51.6666666666667,-64.7333333333333,4875
-8.068857000000001,-34.889641,-66.4,-71.7666666666667,-78.3,-54.2333333333333,-53.2333333333333,-86.3666666666667,4709
-8.068856,-34.900234000000005,-48.25,-50.3,-63.4,-65.4,-65.7,-44.85,7505
-8.06885,-34.888832,-69.1333333333333,-75.9,-74.3,-70.1666666666667,-49.633333333333304,-72.3666666666667,4875
-8.06885,-34.888809,-64.45,-75.7,-75.65,-67.1,-50.4,-71.15,4875
-8.068845,-34.896114000000004,-52.55,-68.05,-59.5,-48.35,-59.55,-50.15,3215
-8.068812,-34.896564,-51.8333333333333,-48.5666666666667,-50.1,-35.1,-62.5,-39.7333333333333,3132
